x y z
0.0175818 0.0589047 0
0.0175818 0.0610018 0
0.0175818 0.0622119 0
0.0213724 0.0315381 0
0.0213724 0.0327482 0
0.0213724 0.0348453 0
0.0213724 0.0376982 0
0.0213724 0.0411276 0
0.0213724 0.0449182 0
0.0213724 0.0488318 0
0.0213724 0.0526224 0
0.0213724 0.0560518 0
0.0213724 0.0589047 0
0.0213724 0.0610018 0
0.0213724 0.0622119 0
0.0248018 0.0315381 0
0.0248018 0.0327482 0
0.0248018 0.0348453 0
0.0248018 0.0376982 0
0.0248018 0.0411276 0
0.0248018 0.0449182 0
0.0248018 0.0488318 0
0.0248018 0.0526224 0
0.0248018 0.0560518 0
0.0248018 0.0589047 0
0.0248018 0.0610018 0
0.0248018 0.0622119 0
0.0276547 0.0315381 0
0.0276547 0.0327482 0
0.0276547 0.0348453 0
0.0276547 0.0376982 0
0.0276547 0.0411276 0
0.0276547 0.0449182 0
0.0276547 0.0488318 0
0.0276547 0.0526224 0
0.0276547 0.0560518 0
0.0276547 0.0589047 0
0.0276547 0.0610018 0
0.0276547 0.0622119 0
0.0297518 0.0315381 0
0.0297518 0.0327482 0
0.0297518 0.0348453 0
0.0297518 0.0376982 0
0.0297518 0.0411276 0
0.0297518 0.0449182 0
0.0297518 0.0488318 0
0.0297518 0.0526224 0
0.0297518 0.0560518 0
0.0297518 0.0589047 0
0.0297518 0.0610018 0
0.0297518 0.0622119 0
0.0309619 0.0315381 0
0.0309619 0.0327482 0
0.0309619 0.0348453 0
0.0309619 0.0376982 0
0.0309619 0.0411276 0
0.0309619 0.0449182 0
0.0309619 0.0488318 0
0.0309619 0.0526224 0
0.0309619 0.0560518 0
0.0309619 0.0589047 0
0.0309619 0.0610018 0
0.0309619 0.0622119 0
0.0315381 0.000288115 0
0.0315381 0.00149817 0
0.0315381 0.00359527 0
0.0315381 0.00644816 0
0.0315381 0.00987763 0
0.0315381 0.0136682 0
0.0315381 0.0175818 0
0.0315381 0.0213724 0
0.0315381 0.0248018 0
0.0315381 0.0276547 0
0.0315381 0.0297518 0
0.0315381 0.0309619 0
0.0327482 0.000288115 0
0.0327482 0.00149817 0
0.0327482 0.00359527 0
0.0327482 0.00644816 0
0.0327482 0.00987763 0
0.0327482 0.0136682 0
0.0327482 0.0175818 0
0.0327482 0.0213724 0
0.0327482 0.0248018 0
0.0327482 0.0276547 0
0.0327482 0.0297518 0
0.0327482 0.0309619 0
0.0348453 0.000288115 0
0.0348453 0.00149817 0
0.0348453 0.00359527 0
0.0348453 0.00644816 0
0.0348453 0.00987763 0
0.0348453 0.0136682 0
0.0348453 0.0175818 0
0.0348453 0.0213724 0
0.0348453 0.0248018 0
0.0348453 0.0276547 0
0.0348453 0.0297518 0
0.0348453 0.0309619 0
0.0376982 0.000288115 0
0.0376982 0.00149817 0
0.0376982 0.00359527 0
0.0376982 0.00644816 0
0.0376982 0.00987763 0
0.0376982 0.0136682 0
0.0376982 0.0175818 0
0.0376982 0.0213724 0
0.0376982 0.0248018 0
0.0376982 0.0276547 0
0.0376982 0.0297518 0
0.0376982 0.0309619 0
0.0411276 0.000288115 0
0.0411276 0.00149817 0
0.0411276 0.00359527 0
0.0411276 0.00644816 0
0.0411276 0.00987763 0
0.0411276 0.0136682 0
0.0411276 0.0175818 0
0.0411276 0.0213724 0
0.0411276 0.0248018 0
0.0411276 0.0276547 0
0.0411276 0.0297518 0
0.0411276 0.0309619 0
0.0449182 0.000288115 0
0.0449182 0.00149817 0
0.0449182 0.00359527 0
0.0449182 0.00644816 0
0.0449182 0.00987763 0
0.0449182 0.0136682 0
0.0449182 0.0175818 0
0.0449182 0.0213724 0
0.0449182 0.0248018 0
0.0449182 0.0276547 0
0.0449182 0.0297518 0
0.0449182 0.0309619 0
0.0488318 0.000288115 0
0.0488318 0.00149817 0
0.0488318 0.00359527 0
0.0488318 0.00644816 0
0.0488318 0.00987763 0
0.0488318 0.0136682 0
0.0488318 0.0175818 0
0.0488318 0.0213724 0
0.0488318 0.0248018 0
0.0488318 0.0276547 0
0.0488318 0.0297518 0
0.0488318 0.0309619 0
0.0526224 0.000288115 0
0.0526224 0.00149817 0
0.0526224 0.00359527 0
0.0526224 0.00644816 0
0.0526224 0.00987763 0
0.0526224 0.0136682 0
0.0526224 0.0175818 0
0.0526224 0.0213724 0
0.0526224 0.0248018 0
0.0526224 0.0276547 0
0.0526224 0.0297518 0
0.0526224 0.0309619 0
0.0560518 0.000288115 0
0.0560518 0.00149817 0
0.0560518 0.00359527 0
0.0560518 0.00644816 0
0.0560518 0.00987763 0
0.0560518 0.0136682 0
0.0560518 0.0175818 0
0.0560518 0.0213724 0
0.0560518 0.0248018 0
0.0560518 0.0276547 0
0.0560518 0.0297518 0
0.0560518 0.0309619 0
0.0589047 0.000288115 0
0.0589047 0.00149817 0
0.0589047 0.00359527 0
0.0589047 0.00644816 0
0.0589047 0.00987763 0
0.0589047 0.0136682 0
0.0589047 0.0175818 0
0.0589047 0.0213724 0
0.0589047 0.0248018 0
0.0589047 0.0276547 0
0.0589047 0.0297518 0
0.0589047 0.0309619 0
0.0610018 0.000288115 0
0.0610018 0.00149817 0
0.0610018 0.00359527 0
0.0610018 0.00644816 0
0.0610018 0.00987763 0
0.0610018 0.0136682 0
0.0610018 0.0175818 0
0.0610018 0.0213724 0
0.0610018 0.0248018 0
0.0610018 0.0276547 0
0.0610018 0.0297518 0
0.0610018 0.0309619 0
0.0622119 0.000288115 0
0.0622119 0.00149817 0
0.0622119 0.00359527 0
0.0622119 0.00644816 0
0.0622119 0.00987763 0
0.0622119 0.0136682 0
0.0622119 0.0175818 0
0.0622119 0.0213724 0
0.0622119 0.0248018 0
0.0622119 0.0276547 0
0.0622119 0.0297518 0
0.0622119 0.0309619 0
0.0315381 0.0315381 0
0.0315381 0.0327482 0
0.0315381 0.0348453 0
0.0315381 0.0376982 0
0.0315381 0.0411276 0
0.0315381 0.0449182 0
0.0315381 0.0488318 0
0.0315381 0.0526224 0
0.0315381 0.0560518 0
0.0315381 0.0589047 0
0.0315381 0.0610018 0
0.0315381 0.0622119 0
0.0327482 0.0315381 0
0.0327482 0.0327482 0
0.0327482 0.0348453 0
0.0327482 0.0376982 0
0.0327482 0.0411276 0
0.0327482 0.0449182 0
0.0327482 0.0488318 0
0.0327482 0.0526224 0
0.0327482 0.0560518 0
0.0327482 0.0589047 0
0.0327482 0.0610018 0
0.0327482 0.0622119 0
0.0348453 0.0315381 0
0.0348453 0.0327482 0
0.0348453 0.0348453 0
0.0348453 0.0376982 0
0.0348453 0.0411276 0
0.0348453 0.0449182 0
0.0348453 0.0488318 0
0.0348453 0.0526224 0
0.0348453 0.0560518 0
0.0348453 0.0589047 0
0.0348453 0.0610018 0
0.0348453 0.0622119 0
0.0376982 0.0315381 0
0.0376982 0.0327482 0
0.0376982 0.0348453 0
0.0376982 0.0376982 0
0.0376982 0.0411276 0
0.0376982 0.0449182 0
0.0376982 0.0488318 0
0.0376982 0.0526224 0
0.0376982 0.0560518 0
0.0376982 0.0589047 0
0.0376982 0.0610018 0
0.0376982 0.0622119 0
0.0411276 0.0315381 0
0.0411276 0.0327482 0
0.0411276 0.0348453 0
0.0411276 0.0376982 0
0.0411276 0.0411276 0
0.0411276 0.0449182 0
0.0411276 0.0488318 0
0.0411276 0.0526224 0
0.0411276 0.0560518 0
0.0411276 0.0589047 0
0.0411276 0.0610018 0
0.0411276 0.0622119 0
0.0449182 0.0315381 0
0.0449182 0.0327482 0
0.0449182 0.0348453 0
0.0449182 0.0376982 0
0.0449182 0.0411276 0
0.0449182 0.0449182 0
0.0449182 0.0488318 0
0.0449182 0.0526224 0
0.0449182 0.0560518 0
0.0449182 0.0589047 0
0.0449182 0.0610018 0
0.0449182 0.0622119 0
0.0488318 0.0315381 0
0.0488318 0.0327482 0
0.0488318 0.0348453 0
0.0488318 0.0376982 0
0.0488318 0.0411276 0
0.0488318 0.0449182 0
0.0488318 0.0488318 0
0.0488318 0.0526224 0
0.0488318 0.0560518 0
0.0488318 0.0589047 0
0.0488318 0.0610018 0
0.0488318 0.0622119 0
0.0526224 0.0315381 0
0.0526224 0.0327482 0
0.0526224 0.0348453 0
0.0526224 0.0376982 0
0.0526224 0.0411276 0
0.0526224 0.0449182 0
0.0526224 0.0488318 0
0.0526224 0.0526224 0
0.0526224 0.0560518 0
0.0526224 0.0589047 0
0.0526224 0.0610018 0
0.0526224 0.0622119 0
0.0560518 0.0315381 0
0.0560518 0.0327482 0
0.0560518 0.0348453 0
0.0560518 0.0376982 0
0.0560518 0.0411276 0
0.0560518 0.0449182 0
0.0560518 0.0488318 0
0.0560518 0.0526224 0
0.0560518 0.0560518 0
0.0560518 0.0589047 0
0.0560518 0.0610018 0
0.0560518 0.0622119 0
0.0589047 0.0315381 0
0.0589047 0.0327482 0
0.0589047 0.0348453 0
0.0589047 0.0376982 0
0.0589047 0.0411276 0
0.0589047 0.0449182 0
0.0589047 0.0488318 0
0.0589047 0.0526224 0
0.0589047 0.0560518 0
0.0589047 0.0589047 0
0.0589047 0.0610018 0
0.0589047 0.0622119 0
0.0610018 0.0315381 0
0.0610018 0.0327482 0
0.0610018 0.0348453 0
0.0610018 0.0376982 0
0.0610018 0.0411276 0
0.0610018 0.0449182 0
0.0610018 0.0488318 0
0.0610018 0.0526224 0
0.0610018 0.0560518 0
0.0610018 0.0589047 0
0.0610018 0.0610018 0
0.0610018 0.0622119 0
0.0622119 0.0315381 0
0.0622119 0.0327482 0
0.0622119 0.0348453 0
0.0622119 0.0376982 0
0.0622119 0.0411276 0
0.0622119 0.0449182 0
0.0622119 0.0488318 0
0.0622119 0.0526224 0
0.0622119 0.0560518 0
0.0622119 0.0589047 0
0.0622119 0.0610018 0
0.0622119 0.0622119 0
0.000288115 0.0627881 0
0.000288115 0.0639982 0
0.000288115 0.0660953 0
0.000288115 0.0689482 0
0.000288115 0.0723776 0
0.000288115 0.0761682 0
0.000288115 0.0800818 0
0.000288115 0.0838724 0
0.000288115 0.0873018 0
0.000288115 0.0901547 0
0.000288115 0.0922518 0
0.000288115 0.0934619 0
0.00149817 0.0627881 0
0.00149817 0.0639982 0
0.00149817 0.0660953 0
0.00149817 0.0689482 0
0.00149817 0.0723776 0
0.00149817 0.0761682 0
0.00149817 0.0800818 0
0.00149817 0.0838724 0
0.00149817 0.0873018 0
0.00149817 0.0901547 0
0.00149817 0.0922518 0
0.00149817 0.0934619 0
0.00359527 0.0627881 0
0.00359527 0.0639982 0
0.00359527 0.0660953 0
0.00359527 0.0689482 0
0.00359527 0.0723776 0
0.00359527 0.0761682 0
0.00359527 0.0800818 0
0.00359527 0.0838724 0
0.00359527 0.0873018 0
0.00359527 0.0901547 0
0.00359527 0.0922518 0
0.00359527 0.0934619 0
0.00644816 0.0627881 0
0.00644816 0.0639982 0
0.00644816 0.0660953 0
0.00644816 0.0689482 0
0.00644816 0.0723776 0
0.00644816 0.0761682 0
0.00644816 0.0800818 0
0.00644816 0.0838724 0
0.00644816 0.0873018 0
0.00644816 0.0901547 0
0.00644816 0.0922518 0
0.00644816 0.0934619 0
0.00987763 0.0627881 0
0.00987763 0.0639982 0
0.00987763 0.0660953 0
0.00987763 0.0689482 0
0.00987763 0.0723776 0
0.00987763 0.0761682 0
0.00987763 0.0800818 0
0.00987763 0.0838724 0
0.00987763 0.0873018 0
0.00987763 0.0901547 0
0.00987763 0.0922518 0
0.00987763 0.0934619 0
0.0136682 0.0627881 0
0.0136682 0.0639982 0
0.0136682 0.0660953 0
0.0136682 0.0689482 0
0.0136682 0.0723776 0
0.0136682 0.0761682 0
0.0136682 0.0800818 0
0.0136682 0.0838724 0
0.0136682 0.0873018 0
0.0136682 0.0901547 0
0.0136682 0.0922518 0
0.0136682 0.0934619 0
0.0175818 0.0627881 0
0.0175818 0.0639982 0
0.0175818 0.0660953 0
0.0175818 0.0689482 0
0.0175818 0.0723776 0
0.0175818 0.0761682 0
0.0175818 0.0800818 0
0.0175818 0.0838724 0
0.0175818 0.0873018 0
0.0175818 0.0901547 0
0.0175818 0.0922518 0
0.0175818 0.0934619 0
0.0213724 0.0627881 0
0.0213724 0.0639982 0
0.0213724 0.0660953 0
0.0213724 0.0689482 0
0.0213724 0.0723776 0
0.0213724 0.0761682 0
0.0213724 0.0800818 0
0.0213724 0.0838724 0
0.0213724 0.0873018 0
0.0213724 0.0901547 0
0.0213724 0.0922518 0
0.0213724 0.0934619 0
0.0248018 0.0627881 0
0.0248018 0.0639982 0
0.0248018 0.0660953 0
0.0248018 0.0689482 0
0.0248018 0.0723776 0
0.0248018 0.0761682 0
0.0248018 0.0800818 0
0.0248018 0.0838724 0
0.0248018 0.0873018 0
