x y z
0.595248 0.568948 0
0.595248 0.572378 0
0.595248 0.576168 0
0.595248 0.580082 0
0.595248 0.583872 0
0.595248 0.587302 0
0.595248 0.590155 0
0.595248 0.592252 0
0.595248 0.593462 0
0.597345 0.562788 0
0.597345 0.563998 0
0.597345 0.566095 0
0.597345 0.568948 0
0.597345 0.572378 0
0.597345 0.576168 0
0.597345 0.580082 0
0.597345 0.583872 0
0.597345 0.587302 0
0.597345 0.590155 0
0.597345 0.592252 0
0.597345 0.593462 0
0.600198 0.562788 0
0.600198 0.563998 0
0.600198 0.566095 0
0.600198 0.568948 0
0.600198 0.572378 0
0.600198 0.576168 0
0.600198 0.580082 0
0.600198 0.583872 0
0.600198 0.587302 0
0.600198 0.590155 0
0.600198 0.592252 0
0.600198 0.593462 0
0.603628 0.562788 0
0.603628 0.563998 0
0.603628 0.566095 0
0.603628 0.568948 0
0.603628 0.572378 0
0.603628 0.576168 0
0.603628 0.580082 0
0.603628 0.583872 0
0.603628 0.587302 0
0.603628 0.590155 0
0.603628 0.592252 0
0.603628 0.593462 0
0.607418 0.562788 0
0.607418 0.563998 0
0.607418 0.566095 0
0.607418 0.568948 0
0.607418 0.572378 0
0.607418 0.576168 0
0.607418 0.580082 0
0.607418 0.583872 0
0.607418 0.587302 0
0.607418 0.590155 0
0.607418 0.592252 0
0.607418 0.593462 0
0.611332 0.562788 0
0.611332 0.563998 0
0.611332 0.566095 0
0.611332 0.568948 0
0.611332 0.572378 0
0.611332 0.576168 0
0.611332 0.580082 0
0.611332 0.583872 0
0.611332 0.587302 0
0.611332 0.590155 0
0.611332 0.592252 0
0.611332 0.593462 0
0.615122 0.562788 0
0.615122 0.563998 0
0.615122 0.566095 0
0.615122 0.568948 0
0.615122 0.572378 0
0.615122 0.576168 0
0.615122 0.580082 0
0.615122 0.583872 0
0.615122 0.587302 0
0.615122 0.590155 0
0.615122 0.592252 0
0.615122 0.593462 0
0.618552 0.562788 0
0.618552 0.563998 0
0.618552 0.566095 0
0.618552 0.568948 0
0.618552 0.572378 0
0.618552 0.576168 0
0.618552 0.580082 0
0.618552 0.583872 0
0.618552 0.587302 0
0.618552 0.590155 0
0.618552 0.592252 0
0.618552 0.593462 0
0.621405 0.562788 0
0.621405 0.563998 0
0.621405 0.566095 0
0.621405 0.568948 0
0.621405 0.572378 0
0.621405 0.576168 0
0.621405 0.580082 0
0.621405 0.583872 0
0.621405 0.587302 0
0.621405 0.590155 0
0.621405 0.592252 0
0.621405 0.593462 0
0.623502 0.562788 0
0.623502 0.563998 0
0.623502 0.566095 0
0.623502 0.568948 0
0.623502 0.572378 0
0.623502 0.576168 0
0.623502 0.580082 0
0.623502 0.583872 0
0.623502 0.587302 0
0.623502 0.590155 0
0.623502 0.592252 0
0.623502 0.593462 0
0.624712 0.562788 0
0.624712 0.563998 0
0.624712 0.566095 0
0.624712 0.568948 0
0.624712 0.572378 0
0.624712 0.576168 0
0.624712 0.580082 0
0.624712 0.583872 0
0.624712 0.587302 0
0.624712 0.590155 0
0.624712 0.592252 0
0.624712 0.593462 0
0.594038 0.594038 0
0.594038 0.595248 0
0.594038 0.597345 0
0.594038 0.600198 0
0.594038 0.603628 0
0.594038 0.607418 0
0.594038 0.611332 0
0.594038 0.615122 0
0.594038 0.618552 0
0.594038 0.621405 0
0.594038 0.623502 0
0.594038 0.624712 0
0.595248 0.594038 0
0.595248 0.595248 0
0.595248 0.597345 0
0.595248 0.600198 0
0.595248 0.603628 0
0.595248 0.607418 0
0.595248 0.611332 0
0.595248 0.615122 0
0.595248 0.618552 0
0.595248 0.621405 0
0.595248 0.623502 0
0.595248 0.624712 0
0.597345 0.594038 0
0.597345 0.595248 0
0.597345 0.597345 0
0.597345 0.600198 0
0.597345 0.603628 0
0.597345 0.607418 0
0.597345 0.611332 0
0.597345 0.615122 0
0.597345 0.618552 0
0.597345 0.621405 0
0.597345 0.623502 0
0.597345 0.624712 0
0.600198 0.594038 0
0.600198 0.595248 0
0.600198 0.597345 0
0.600198 0.600198 0
0.600198 0.603628 0
0.600198 0.607418 0
0.600198 0.611332 0
0.600198 0.615122 0
0.600198 0.618552 0
0.600198 0.621405 0
0.600198 0.623502 0
0.600198 0.624712 0
0.603628 0.594038 0
0.603628 0.595248 0
0.603628 0.597345 0
0.603628 0.600198 0
0.603628 0.603628 0
0.603628 0.607418 0
0.603628 0.611332 0
0.603628 0.615122 0
0.603628 0.618552 0
0.603628 0.621405 0
0.603628 0.623502 0
0.603628 0.624712 0
0.607418 0.594038 0
0.607418 0.595248 0
0.607418 0.597345 0
0.607418 0.600198 0
0.607418 0.603628 0
0.607418 0.607418 0
0.607418 0.611332 0
0.607418 0.615122 0
0.607418 0.618552 0
0.607418 0.621405 0
0.607418 0.623502 0
0.607418 0.624712 0
0.611332 0.594038 0
0.611332 0.595248 0
0.611332 0.597345 0
0.611332 0.600198 0
0.611332 0.603628 0
0.611332 0.607418 0
0.611332 0.611332 0
0.611332 0.615122 0
0.611332 0.618552 0
0.611332 0.621405 0
0.611332 0.623502 0
0.611332 0.624712 0
0.615122 0.594038 0
0.615122 0.595248 0
0.615122 0.597345 0
0.615122 0.600198 0
0.615122 0.603628 0
0.615122 0.607418 0
0.615122 0.611332 0
0.615122 0.615122 0
0.615122 0.618552 0
0.615122 0.621405 0
0.615122 0.623502 0
0.615122 0.624712 0
0.618552 0.594038 0
0.618552 0.595248 0
0.618552 0.597345 0
0.618552 0.600198 0
0.618552 0.603628 0
0.618552 0.607418 0
0.618552 0.611332 0
0.618552 0.615122 0
0.618552 0.618552 0
0.618552 0.621405 0
0.618552 0.623502 0
0.618552 0.624712 0
0.621405 0.594038 0
0.621405 0.595248 0
0.621405 0.597345 0
0.621405 0.600198 0
0.621405 0.603628 0
0.621405 0.607418 0
0.621405 0.611332 0
0.621405 0.615122 0
0.621405 0.618552 0
0.621405 0.621405 0
0.621405 0.623502 0
0.621405 0.624712 0
0.623502 0.594038 0
0.623502 0.595248 0
0.623502 0.597345 0
0.623502 0.600198 0
0.623502 0.603628 0
0.623502 0.607418 0
0.623502 0.611332 0
0.623502 0.615122 0
0.623502 0.618552 0
0.623502 0.621405 0
0.623502 0.623502 0
0.623502 0.624712 0
0.624712 0.594038 0
0.624712 0.595248 0
0.624712 0.597345 0
0.624712 0.600198 0
0.624712 0.603628 0
0.624712 0.607418 0
0.624712 0.611332 0
0.624712 0.615122 0
0.624712 0.618552 0
0.624712 0.621405 0
0.624712 0.623502 0
0.624712 0.624712 0
0.500288 0.625288 0
0.500288 0.626498 0
0.500288 0.628595 0
0.500288 0.631448 0
0.500288 0.634878 0
0.500288 0.638668 0
0.500288 0.642582 0
0.500288 0.646372 0
0.500288 0.649802 0
0.500288 0.652655 0
0.500288 0.654752 0
0.500288 0.655962 0
0.501498 0.625288 0
0.501498 0.626498 0
0.501498 0.628595 0
0.501498 0.631448 0
0.501498 0.634878 0
0.501498 0.638668 0
0.501498 0.642582 0
0.501498 0.646372 0
0.501498 0.649802 0
0.501498 0.652655 0
0.501498 0.654752 0
0.501498 0.655962 0
0.503595 0.625288 0
0.503595 0.626498 0
0.503595 0.628595 0
0.503595 0.631448 0
0.503595 0.634878 0
0.503595 0.638668 0
0.503595 0.642582 0
0.503595 0.646372 0
0.503595 0.649802 0
0.503595 0.652655 0
0.503595 0.654752 0
0.503595 0.655962 0
0.506448 0.625288 0
0.506448 0.626498 0
0.506448 0.628595 0
0.506448 0.631448 0
0.506448 0.634878 0
0.506448 0.638668 0
0.506448 0.642582 0
0.506448 0.646372 0
0.506448 0.649802 0
0.506448 0.652655 0
0.506448 0.654752 0
0.506448 0.655962 0
0.509878 0.625288 0
0.509878 0.626498 0
0.509878 0.628595 0
0.509878 0.631448 0
0.509878 0.634878 0
0.509878 0.638668 0
0.509878 0.642582 0
0.509878 0.646372 0
0.509878 0.649802 0
0.509878 0.652655 0
0.509878 0.654752 0
0.509878 0.655962 0
0.513668 0.625288 0
0.513668 0.626498 0
0.513668 0.628595 0
0.513668 0.631448 0
0.513668 0.634878 0
0.513668 0.638668 0
0.513668 0.642582 0
0.513668 0.646372 0
0.513668 0.649802 0
0.513668 0.652655 0
0.513668 0.654752 0
0.513668 0.655962 0
0.517582 0.625288 0
0.517582 0.626498 0
0.517582 0.628595 0
0.517582 0.631448 0
0.517582 0.634878 0
0.517582 0.638668 0
0.517582 0.642582 0
0.517582 0.646372 0
0.517582 0.649802 0
0.517582 0.652655 0
0.517582 0.654752 0
0.517582 0.655962 0
0.521372 0.625288 0
0.521372 0.626498 0
0.521372 0.628595 0
0.521372 0.631448 0
0.521372 0.634878 0
0.521372 0.638668 0
0.521372 0.642582 0
0.521372 0.646372 0
0.521372 0.649802 0
0.521372 0.652655 0
0.521372 0.654752 0
0.521372 0.655962 0
0.524802 0.625288 0
0.524802 0.626498 0
0.524802 0.628595 0
0.524802 0.631448 0
0.524802 0.634878 0
0.524802 0.638668 0
0.524802 0.642582 0
0.524802 0.646372 0
0.524802 0.649802 0
0.524802 0.652655 0
0.524802 0.654752 0
0.524802 0.655962 0
0.527655 0.625288 0
0.527655 0.626498 0
0.527655 0.628595 0
0.527655 0.631448 0
0.527655 0.634878 0
0.527655 0.638668 0
0.527655 0.642582 0
0.527655 0.646372 0
0.527655 0.649802 0
0.527655 0.652655 0
0.527655 0.654752 0
0.527655 0.655962 0
0.529752 0.625288 0
0.529752 0.626498 0
0.529752 0.628595 0
0.529752 0.631448 0
0.529752 0.634878 0
0.529752 0.638668 0
0.529752 0.642582 0
0.529752 0.646372 0
0.529752 0.649802 0
0.529752 0.652655 0
0.529752 0.654752 0
0.529752 0.655962 0
0.530962 0.625288 0
0.530962 0.626498 0
0.530962 0.628595 0
0.530962 0.631448 0
0.530962 0.634878 0
0.530962 0.638668 0
0.530962 0.642582 0
0.530962 0.646372 0
0.530962 0.649802 0
0.530962 0.652655 0
0.530962 0.654752 0
0.530962 0.655962 0
0.500288 0.656538 0
0.500288 0.657748 0
0.500288 0.659845 0
0.500288 0.662698 0
0.500288 0.666128 0
0.500288 0.669918 0
0.500288 0.673832 0
0.500288 0.677622 0
0.500288 0.681052 0
0.500288 0.683905 0
0.500288 0.686002 0
0.500288 0.687212 0
0.501498 0.656538 0
0.501498 0.657748 0
0.501498 0.659845 0
0.501498 0.662698 0
0.501498 0.666128 0
0.501498 0.669918 0
0.501498 0.673832 0
0.501498 0.677622 0
0.501498 0.681052 0
0.501498 0.683905 0
0.501498 0.686002 0
0.501498 0.687212 0
0.503595 0.656538 0
0.503595 0.657748 0
0.503595 0.659845 0
0.503595 0.662698 0
0.503595 0.666128 0
0.503595 0.669918 0
0.503595 0.673832 0
0.503595 0.677622 0
0.503595 0.681052 0
0.503595 0.683905 0
0.503595 0.686002 0
0.503595 0.687212 0
0.506448 0.656538 0
0.506448 0.657748 0
0.506448 0.659845 0
0.506448 0.662698 0
0.506448 0.666128 0
0.506448 0.669918 0
0.506448 0.673832 0
0.506448 0.677622 0
0.506448 0.681052 0
0.506448 0.683905 0
0.506448 0.686002 0
0.506448 0.687212 0
0.509878 0.656538 0
0.509878 0.657748 0
0.509878 0.659845 0
0.509878 0.662698 0
0.509878 0.666128 0
0.509878 0.669918 0
0.509878 0.673832 0
0.509878 0.677622 0
0.509878 0.681052 0
0.509878 0.683905 0
0.509878 0.686002 0
0.509878 0.687212 0
0.513668 0.656538 0
0.513668 0.657748 0
0.513668 0.659845 0
0.513668 0.662698 0
0.513668 0.666128 0
0.513668 0.669918 0
0.513668 0.673832 0
0.513668 0.677622 0
0.513668 0.681052 0
0.513668 0.683905 0
0.513668 0.686002 0
0.513668 0.687212 0
0.517582 0.656538 0
0.517582 0.657748 0
0.517582 0.659845 0
0.517582 0.662698 0
0.517582 0.666128 0
0.517582 0.669918 0
0.517582 0.673832 0
0.517582 0.677622 0
0.517582 0.681052 0
0.517582 0.683905 0
0.517582 0.686002 0
0.517582 0.687212 0
0.521372 0.656538 0
0.521372 0.657748 0
0.521372 0.659845 0
0.521372 0.662698 0
0.521372 0.666128 0
0.521372 0.669918 0
0.521372 0.673832 0
0.521372 0.677622 0
0.521372 0.681052 0
0.521372 0.683905 0
0.521372 0.686002 0
0.521372 0.687212 0
0.524802 0.656538 0
0.524802 0.657748 0
0.524802 0.659845 0
0.524802 0.662698 0
0.524802 0.666128 0
0.524802 0.669918 0
0.524802 0.673832 0
0.524802 0.677622 0
0.524802 0.681052 0
0.524802 0.683905 0
0.524802 0.686002 0
0.524802 0.687212 0
0.527655 0.656538 0
0.527655 0.657748 0
0.527655 0.659845 0
0.527655 0.662698 0
0.527655 0.666128 0
0.527655 0.669918 0
0.527655 0.673832 0
0.527655 0.677622 0
0.527655 0.681052 0
0.527655 0.683905 0
0.527655 0.686002 0
0.527655 0.687212 0
0.529752 0.656538 0
0.529752 0.657748 0
0.529752 0.659845 0
0.529752 0.662698 0
0.529752 0.666128 0
0.529752 0.669918 0
0.529752 0.673832 0
0.529752 0.677622 0
0.529752 0.681052 0
0.529752 0.683905 0
0.529752 0.686002 0
0.529752 0.687212 0
0.530962 0.656538 0
0.530962 0.657748 0
0.530962 0.659845 0
0.530962 0.662698 0
0.530962 0.666128 0
0.530962 0.669918 0
0.530962 0.673832 0
0.530962 0.677622 0
0.530962 0.681052 0
0.530962 0.683905 0
0.530962 0.686002 0
0.530962 0.687212 0
0.531538 0.625288 0
0.531538 0.626498 0
0.531538 0.628595 0
0.531538 0.631448 0
0.531538 0.634878 0
0.531538 0.638668 0
0.531538 0.642582 0
0.531538 0.646372 0
0.531538 0.649802 0
0.531538 0.652655 0
0.531538 0.654752 0
0.531538 0.655962 0
0.532748 0.625288 0
0.532748 0.626498 0
0.532748 0.628595 0
0.532748 0.631448 0
0.532748 0.634878 0
0.532748 0.638668 0
0.532748 0.642582 0
0.532748 0.646372 0
0.532748 0.649802 0
0.532748 0.652655 0
0.532748 0.654752 0
0.532748 0.655962 0
0.534845 0.625288 0
0.534845 0.626498 0
0.534845 0.628595 0
0.534845 0.631448 0
0.534845 0.634878 0
0.534845 0.638668 0
0.534845 0.642582 0
0.534845 0.646372 0
0.534845 0.649802 0
0.534845 0.652655 0
0.534845 0.654752 0
0.534845 0.655962 0
0.537698 0.625288 0
0.537698 0.626498 0
0.537698 0.628595 0
0.537698 0.631448 0
0.537698 0.634878 0
0.537698 0.638668 0
0.537698 0.642582 0
0.537698 0.646372 0
0.537698 0.649802 0
0.537698 0.652655 0
0.537698 0.654752 0
0.537698 0.655962 0
0.541128 0.625288 0
0.541128 0.626498 0
0.541128 0.628595 0
0.541128 0.631448 0
0.541128 0.634878 0
0.541128 0.638668 0
0.541128 0.642582 0
0.541128 0.646372 0
0.541128 0.649802 0
0.541128 0.652655 0
0.541128 0.654752 0
0.541128 0.655962 0
0.544918 0.625288 0
0.544918 0.626498 0
0.544918 0.628595 0
0.544918 0.631448 0
0.544918 0.634878 0
0.544918 0.638668 0
0.544918 0.642582 0
0.544918 0.646372 0
0.544918 0.649802 0
0.544918 0.652655 0
0.544918 0.654752 0
0.544918 0.655962 0
0.548832 0.625288 0
0.548832 0.626498 0
0.548832 0.628595 0
0.548832 0.631448 0
0.548832 0.634878 0
0.548832 0.638668 0
0.548832 0.642582 0
0.548832 0.646372 0
0.548832 0.649802 0
0.548832 0.652655 0
0.548832 0.654752 0
0.548832 0.655962 0
0.552622 0.625288 0
0.552622 0.626498 0
0.552622 0.628595 0
0.552622 0.631448 0
0.552622 0.634878 0
0.552622 0.638668 0
0.552622 0.642582 0
0.552622 0.646372 0
0.552622 0.649802 0
0.552622 0.652655 0
0.552622 0.654752 0
0.552622 0.655962 0
0.556052 0.625288 0
0.556052 0.626498 0
0.556052 0.628595 0
0.556052 0.631448 0
0.556052 0.634878 0
0.556052 0.638668 0
0.556052 0.642582 0
0.556052 0.646372 0
0.556052 0.649802 0
0.556052 0.652655 0
0.556052 0.654752 0
0.556052 0.655962 0
0.558905 0.625288 0
0.558905 0.626498 0
0.558905 0.628595 0
0.558905 0.631448 0
0.558905 0.634878 0
0.558905 0.638668 0
0.558905 0.642582 0
0.558905 0.646372 0
0.558905 0.649802 0
0.558905 0.652655 0
0.558905 0.654752 0
0.558905 0.655962 0
0.561002 0.625288 0
0.561002 0.626498 0
0.561002 0.628595 0
0.561002 0.631448 0
0.561002 0.634878 0
0.561002 0.638668 0
0.561002 0.642582 0
0.561002 0.646372 0
0.561002 0.649802 0
0.561002 0.652655 0
0.561002 0.654752 0
0.561002 0.655962 0
0.562212 0.625288 0
0.562212 0.626498 0
0.562212 0.628595 0
0.562212 0.631448 0
0.562212 0.634878 0
0.562212 0.638668 0
0.562212 0.642582 0
0.562212 0.646372 0
0.562212 0.649802 0
0.562212 0.652655 0
0.562212 0.654752 0
0.562212 0.655962 0
0.531538 0.656538 0
0.531538 0.657748 0
0.531538 0.659845 0
0.531538 0.662698 0
0.531538 0.666128 0
0.531538 0.669918 0
0.531538 0.673832 0
0.531538 0.677622 0
0.531538 0.681052 0
0.531538 0.683905 0
0.531538 0.686002 0
0.531538 0.687212 0
0.532748 0.656538 0
0.532748 0.657748 0
0.532748 0.659845 0
0.532748 0.662698 0
0.532748 0.666128 0
0.532748 0.669918 0
0.532748 0.673832 0
0.532748 0.677622 0
0.532748 0.681052 0
0.532748 0.683905 0
0.532748 0.686002 0
0.532748 0.687212 0
0.534845 0.656538 0
0.534845 0.657748 0
0.534845 0.659845 0
0.534845 0.662698 0
0.534845 0.666128 0
0.534845 0.669918 0
0.534845 0.673832 0
0.534845 0.677622 0
0.534845 0.681052 0
0.534845 0.683905 0
0.534845 0.686002 0
0.534845 0.687212 0
0.537698 0.656538 0
0.537698 0.657748 0
0.537698 0.659845 0
0.537698 0.662698 0
0.537698 0.666128 0
0.537698 0.669918 0
0.537698 0.673832 0
0.537698 0.677622 0
0.537698 0.681052 0
0.537698 0.683905 0
0.537698 0.686002 0
0.537698 0.687212 0
0.541128 0.656538 0
0.541128 0.657748 0
0.541128 0.659845 0
0.541128 0.662698 0
0.541128 0.666128 0
0.541128 0.669918 0
0.541128 0.673832 0
0.541128 0.677622 0
0.541128 0.681052 0
0.541128 0.683905 0
0.541128 0.686002 0
0.541128 0.687212 0
0.544918 0.656538 0
0.544918 0.657748 0
0.544918 0.659845 0
0.544918 0.662698 0
0.544918 0.666128 0
0.544918 0.669918 0
0.544918 0.673832 0
0.544918 0.677622 0
0.544918 0.681052 0
0.544918 0.683905 0
0.544918 0.686002 0
0.544918 0.687212 0
0.548832 0.656538 0
0.548832 0.657748 0
0.548832 0.659845 0
0.548832 0.662698 0
0.548832 0.666128 0
0.548832 0.669918 0
0.548832 0.673832 0
0.548832 0.677622 0
0.548832 0.681052 0
0.548832 0.683905 0
0.548832 0.686002 0
0.548832 0.687212 0
0.552622 0.656538 0
0.552622 0.657748 0
0.552622 0.659845 0
0.552622 0.662698 0
0.552622 0.666128 0
0.552622 0.669918 0
0.552622 0.673832 0
0.552622 0.677622 0
0.552622 0.681052 0
0.552622 0.683905 0
0.552622 0.686002 0
0.552622 0.687212 0
0.556052 0.656538 0
0.556052 0.657748 0
0.556052 0.659845 0
0.556052 0.662698 0
0.556052 0.666128 0
0.556052 0.669918 0
0.556052 0.673832 0
0.556052 0.677622 0
0.556052 0.681052 0
0.556052 0.683905 0
0.556052 0.686002 0
0.556052 0.687212 0
0.558905 0.656538 0
0.558905 0.657748 0
0.558905 0.659845 0
0.558905 0.662698 0
0.558905 0.666128 0
0.558905 0.669918 0
0.558905 0.673832 0
0.558905 0.677622 0
0.558905 0.681052 0
0.558905 0.683905 0
0.558905 0.686002 0
0.558905 0.687212 0
0.561002 0.656538 0
0.561002 0.657748 0
0.561002 0.659845 0
0.561002 0.662698 0
0.561002 0.666128 0
0.561002 0.669918 0
0.561002 0.673832 0
0.561002 0.677622 0
0.561002 0.681052 0
0.561002 0.683905 0
0.561002 0.686002 0
0.561002 0.687212 0
0.562212 0.656538 0
0.562212 0.657748 0
0.562212 0.659845 0
0.562212 0.662698 0
0.562212 0.666128 0
0.562212 0.669918 0
0.562212 0.673832 0
0.562212 0.677622 0
0.562212 0.681052 0
0.562212 0.683905 0
0.562212 0.686002 0
0.562212 0.687212 0
0.500288 0.687788 0
0.500288 0.688998 0
0.500288 0.691095 0
0.500288 0.693948 0
0.500288 0.697378 0
0.500288 0.701168 0
0.500288 0.705082 0
0.500288 0.708872 0
0.500288 0.712302 0
0.500288 0.715155 0
0.500288 0.717252 0
0.500288 0.718462 0
0.501498 0.687788 0
0.501498 0.688998 0
0.501498 0.691095 0
0.501498 0.693948 0
0.501498 0.697378 0
0.501498 0.701168 0
0.501498 0.705082 0
0.501498 0.708872 0
0.501498 0.712302 0
0.501498 0.715155 0
0.501498 0.717252 0
0.501498 0.718462 0
0.503595 0.687788 0
0.503595 0.688998 0
0.503595 0.691095 0
0.503595 0.693948 0
0.503595 0.697378 0
0.503595 0.701168 0
0.503595 0.705082 0
0.503595 0.708872 0
0.503595 0.712302 0
0.503595 0.715155 0
0.503595 0.717252 0
0.503595 0.718462 0
0.506448 0.687788 0
0.506448 0.688998 0
0.506448 0.691095 0
0.506448 0.693948 0
0.506448 0.697378 0
0.506448 0.701168 0
0.506448 0.705082 0
0.506448 0.708872 0
0.506448 0.712302 0
0.506448 0.715155 0
0.506448 0.717252 0
0.506448 0.718462 0
0.509878 0.687788 0
0.509878 0.688998 0
0.509878 0.691095 0
0.509878 0.693948 0
0.509878 0.697378 0
0.509878 0.701168 0
0.509878 0.705082 0
0.509878 0.708872 0
0.509878 0.712302 0
0.509878 0.715155 0
0.509878 0.717252 0
0.509878 0.718462 0
0.513668 0.687788 0
0.513668 0.688998 0
0.513668 0.691095 0
0.513668 0.693948 0
0.513668 0.697378 0
0.513668 0.701168 0
0.513668 0.705082 0
0.513668 0.708872 0
0.513668 0.712302 0
0.513668 0.715155 0
0.513668 0.717252 0
0.513668 0.718462 0
0.517582 0.687788 0
0.517582 0.688998 0
0.517582 0.691095 0
0.517582 0.693948 0
0.517582 0.697378 0
0.517582 0.701168 0
0.517582 0.705082 0
0.517582 0.708872 0
0.517582 0.712302 0
0.517582 0.715155 0
0.517582 0.717252 0
0.517582 0.718462 0
0.521372 0.687788 0
0.521372 0.688998 0
0.521372 0.691095 0
0.521372 0.693948 0
0.521372 0.697378 0
0.521372 0.701168 0
0.521372 0.705082 0
0.521372 0.708872 0
0.521372 0.712302 0
0.521372 0.715155 0
0.521372 0.717252 0
0.521372 0.718462 0
0.524802 0.687788 0
0.524802 0.688998 0
0.524802 0.691095 0
0.524802 0.693948 0
0.524802 0.697378 0
0.524802 0.701168 0
0.524802 0.705082 0
0.524802 0.708872 0
0.524802 0.712302 0
0.524802 0.715155 0
0.524802 0.717252 0
0.524802 0.718462 0
0.527655 0.687788 0
0.527655 0.688998 0
0.527655 0.691095 0
0.527655 0.693948 0
0.527655 0.697378 0
0.527655 0.701168 0
0.527655 0.705082 0
0.527655 0.708872 0
0.527655 0.712302 0
0.527655 0.715155 0
0.527655 0.717252 0
0.527655 0.718462 0
0.529752 0.687788 0
0.529752 0.688998 0
0.529752 0.691095 0
0.529752 0.693948 0
0.529752 0.697378 0
0.529752 0.701168 0
0.529752 0.705082 0
0.529752 0.708872 0
0.529752 0.712302 0
0.529752 0.715155 0
0.529752 0.717252 0
0.529752 0.718462 0
0.530962 0.687788 0
0.530962 0.688998 0
0.530962 0.691095 0
0.530962 0.693948 0
0.530962 0.697378 0
0.530962 0.701168 0
0.530962 0.705082 0
0.530962 0.708872 0
0.530962 0.712302 0
0.530962 0.715155 0
0.530962 0.717252 0
0.530962 0.718462 0
0.500288 0.719038 0
0.500288 0.720248 0
0.500288 0.722345 0
0.500288 0.725198 0
0.500288 0.728628 0
0.500288 0.732418 0
0.500288 0.736332 0
0.500288 0.740122 0
0.500288 0.743552 0
0.500288 0.746405 0
0.500288 0.748502 0
0.500288 0.749712 0
0.501498 0.719038 0
0.501498 0.720248 0
0.501498 0.722345 0
0.501498 0.725198 0
0.501498 0.728628 0
0.501498 0.732418 0
0.501498 0.736332 0
0.501498 0.740122 0
0.501498 0.743552 0
0.501498 0.746405 0
0.501498 0.748502 0
0.501498 0.749712 0
0.503595 0.719038 0
0.503595 0.720248 0
0.503595 0.722345 0
0.503595 0.725198 0
0.503595 0.728628 0
0.503595 0.732418 0
0.503595 0.736332 0
0.503595 0.740122 0
0.503595 0.743552 0
0.503595 0.746405 0
0.503595 0.748502 0
0.503595 0.749712 0
0.506448 0.719038 0
0.506448 0.720248 0
0.506448 0.722345 0
0.506448 0.725198 0
0.506448 0.728628 0
0.506448 0.732418 0
0.506448 0.736332 0
0.506448 0.740122 0
0.506448 0.743552 0
0.506448 0.746405 0
0.506448 0.748502 0
0.506448 0.749712 0
0.509878 0.719038 0
0.509878 0.720248 0
0.509878 0.722345 0
0.509878 0.725198 0
0.509878 0.728628 0
0.509878 0.732418 0
0.509878 0.736332 0
0.509878 0.740122 0
0.509878 0.743552 0
0.509878 0.746405 0
0.509878 0.748502 0
0.509878 0.749712 0
0.513668 0.719038 0
0.513668 0.720248 0
0.513668 0.722345 0
0.513668 0.725198 0
0.513668 0.728628 0
0.513668 0.732418 0
0.513668 0.736332 0
0.513668 0.740122 0
0.513668 0.743552 0
0.513668 0.746405 0
0.513668 0.748502 0
0.513668 0.749712 0
0.517582 0.719038 0
0.517582 0.720248 0
0.517582 0.722345 0
0.517582 0.725198 0
0.517582 0.728628 0
0.517582 0.732418 0
0.517582 0.736332 0
0.517582 0.740122 0
0.517582 0.743552 0
0.517582 0.746405 0
0.517582 0.748502 0
0.517582 0.749712 0
0.521372 0.719038 0
0.521372 0.720248 0
0.521372 0.722345 0
0.521372 0.725198 0
0.521372 0.728628 0
0.521372 0.732418 0
0.521372 0.736332 0
0.521372 0.740122 0
0.521372 0.743552 0
0.521372 0.746405 0
0.521372 0.748502 0
0.521372 0.749712 0
0.524802 0.719038 0
0.524802 0.720248 0
0.524802 0.722345 0
0.524802 0.725198 0
0.524802 0.728628 0
0.524802 0.732418 0
0.524802 0.736332 0
0.524802 0.740122 0
0.524802 0.743552 0
0.524802 0.746405 0
0.524802 0.748502 0
0.524802 0.749712 0
0.527655 0.719038 0
0.527655 0.720248 0
0.527655 0.722345 0
0.527655 0.725198 0
0.527655 0.728628 0
0.527655 0.732418 0
0.527655 0.736332 0
0.527655 0.740122 0
0.527655 0.743552 0
0.527655 0.746405 0
0.527655 0.748502 0
0.527655 0.749712 0
0.529752 0.719038 0
0.529752 0.720248 0
0.529752 0.722345 0
0.529752 0.725198 0
0.529752 0.728628 0
0.529752 0.732418 0
0.529752 0.736332 0
0.529752 0.740122 0
0.529752 0.743552 0
0.529752 0.746405 0
0.529752 0.748502 0
0.529752 0.749712 0
0.530962 0.719038 0
0.530962 0.720248 0
0.530962 0.722345 0
0.530962 0.725198 0
0.530962 0.728628 0
0.530962 0.732418 0
0.530962 0.736332 0
0.530962 0.740122 0
0.530962 0.743552 0
0.530962 0.746405 0
0.530962 0.748502 0
0.530962 0.749712 0
0.531538 0.687788 0
0.531538 0.688998 0
0.531538 0.691095 0
0.531538 0.693948 0
0.531538 0.697378 0
0.531538 0.701168 0
0.531538 0.705082 0
0.531538 0.708872 0
0.531538 0.712302 0
0.531538 0.715155 0
0.531538 0.717252 0
0.531538 0.718462 0
0.532748 0.687788 0
0.532748 0.688998 0
0.532748 0.691095 0
0.532748 0.693948 0
0.532748 0.697378 0
0.532748 0.701168 0
0.532748 0.705082 0
0.532748 0.708872 0
0.532748 0.712302 0
0.532748 0.715155 0
0.532748 0.717252 0
0.532748 0.718462 0
0.534845 0.687788 0
0.534845 0.688998 0
0.534845 0.691095 0
0.534845 0.693948 0
0.534845 0.697378 0
